q,CAR30_mean,group,spread_Q5-Q1
2,-0.057324838686498444,2019-05-16,-0.015267900700763037
3,-0.15040319007214226,2019-05-16,-0.015267900700763037
4,0.1527824992325349,2019-05-16,-0.015267900700763037
5,-0.014579015820754304,2019-05-16,-0.015267900700763037
1,0.0295337484924953,2019-07-25,-0.0235962605794398
2,0.0375320003774531,2019-07-25,-0.0235962605794398
3,0.0046999682137144,2019-07-25,-0.0235962605794398
4,-0.0353224982386181,2019-07-25,-0.0235962605794398
5,0.0059374879130555,2019-07-25,-0.0235962605794398
1,0.054036679308673646,2019-08-02,-0.2327977253510429
2,-0.0402001480400864,2019-08-02,-0.2327977253510429
3,0.0303661379419897,2019-08-02,-0.2327977253510429
4,-0.0077817601828523,2019-08-02,-0.2327977253510429
5,-0.17876104604236925,2019-08-02,-0.2327977253510429
1,-0.0020609790843668,2019-08-06,0.14252336273402041
2,-0.1122910919746135,2019-08-06,0.14252336273402041
3,0.0068260657430058,2019-08-06,0.14252336273402041
4,-0.0169348566687428,2019-08-06,0.14252336273402041
5,0.1404623836496536,2019-08-06,0.14252336273402041
1,-0.015967156235163496,2019-08-07,0.014059993235778896
2,-0.0590900771731088,2019-08-07,0.014059993235778896
3,-0.07710512660034405,2019-08-07,0.014059993235778896
4,0.0112091592369365,2019-08-07,0.014059993235778896
5,-0.0019071629993845998,2019-08-07,0.014059993235778896
1,-0.009033384740178601,2019-08-08,0.0777365311709883
2,0.10508523561313421,2019-08-08,0.0777365311709883
3,0.013724795961269,2019-08-08,0.0777365311709883
4,-0.0399486677836077,2019-08-08,0.0777365311709883
5,0.0687031464308097,2019-08-08,0.0777365311709883
1,0.025745052974696148,2019-08-09,0.01551176558329262
2,-0.07922593755816554,2019-08-09,0.01551176558329262
3,0.0437614855497765,2019-08-09,0.01551176558329262
4,-0.012013457586811998,2019-08-09,0.01551176558329262
5,0.04125681855798877,2019-08-09,0.01551176558329262
1,-0.003315527486724097,2019-08-13,0.014931909159378698
2,-0.062091725680822246,2019-08-13,0.014931909159378698
3,0.028806880405407048,2019-08-13,0.014931909159378698
4,-0.053197503476387305,2019-08-13,0.014931909159378698
5,0.0116163816726546,2019-08-13,0.014931909159378698
1,-0.0064214185565553,2019-08-14,-0.0406987358917262
2,-0.09659475217281406,2019-08-14,-0.0406987358917262
3,-0.0016148839441843497,2019-08-14,-0.0406987358917262
4,0.0441571937510023,2019-08-14,-0.0406987358917262
5,-0.0471201544482815,2019-08-14,-0.0406987358917262
1,-0.1368901337302067,2019-08-15,0.008845566895787693
2,-0.0349830469309257,2019-08-15,0.008845566895787693
3,-0.05560043329221211,2019-08-15,0.008845566895787693
4,0.10115023769498166,2019-08-15,0.008845566895787693
5,-0.128044566834419,2019-08-15,0.008845566895787693
1,0.0026413491739127,2019-10-25,0.1364557774592099
2,0.0183067101168384,2019-10-25,0.1364557774592099
3,0.1708881478569199,2019-10-25,0.1364557774592099
4,0.0628347320957367,2019-10-25,0.1364557774592099
5,0.1390971266331226,2019-10-25,0.1364557774592099
1,0.024207239970576,2019-10-28,0.021613424642037797
2,-0.0805689450000407,2019-10-28,0.021613424642037797
3,0.0111055852768454,2019-10-28,0.021613424642037797
4,0.1545821425536749,2019-10-28,0.021613424642037797
5,0.0458206646126138,2019-10-28,0.021613424642037797
1,0.0738020589306729,2019-10-30,-0.1551245291119363
2,0.101012153256086,2019-10-30,-0.1551245291119363
3,0.0113763213942101,2019-10-30,-0.1551245291119363
4,0.009419132433808,2019-10-30,-0.1551245291119363
5,-0.0813224701812634,2019-10-30,-0.1551245291119363
1,0.20513770410093615,2019-10-31,-0.060574238822223014
2,0.12711786466631544,2019-10-31,-0.060574238822223014
3,0.07962644254231384,2019-10-31,-0.060574238822223014
4,0.2292163449019885,2019-10-31,-0.060574238822223014
5,0.14456346527871314,2019-10-31,-0.060574238822223014
1,0.057963929326774646,2019-11-05,-0.017953143810927344
2,0.071093287415663,2019-11-05,-0.017953143810927344
3,-0.0368690979134774,2019-11-05,-0.017953143810927344
4,-0.0529529251516123,2019-11-05,-0.017953143810927344
5,0.0400107855158473,2019-11-05,-0.017953143810927344
1,-0.0169654333118245,2019-11-06,0.07118377618900859
2,0.2515442318591697,2019-11-06,0.07118377618900859
3,0.0554956731251115,2019-11-06,0.07118377618900859
4,0.1587629061393234,2019-11-06,0.07118377618900859
5,0.0542183428771841,2019-11-06,0.07118377618900859
1,0.1071613013168362,2019-11-07,-0.031250569521672836
2,0.13482949548579798,2019-11-07,-0.031250569521672836
3,0.104121004316925,2019-11-07,-0.031250569521672836
4,0.0943063702092382,2019-11-07,-0.031250569521672836
5,0.07591073179516336,2019-11-07,-0.031250569521672836
1,0.16708921950788275,2019-11-08,-0.11776672554174535
2,0.001965369164227654,2019-11-08,-0.11776672554174535
3,0.0312887859633434,2019-11-08,-0.11776672554174535
4,-0.0107214776355913,2019-11-08,-0.11776672554174535
5,0.0493224939661374,2019-11-08,-0.11776672554174535
1,0.034658658683575004,2019-11-11,0.10737563285291837
2,-0.106558067166418,2019-11-11,0.10737563285291837
3,-0.0393883338258436,2019-11-11,0.10737563285291837
4,0.262792518033287,2019-11-11,0.10737563285291837
5,0.14203429153649338,2019-11-11,0.10737563285291837
1,0.0506815204410177,2019-11-12,0.153556996675748
2,-0.010641439132980546,2019-11-12,0.153556996675748
3,0.1373284619416264,2019-11-12,0.153556996675748
4,-0.15068097351549004,2019-11-12,0.153556996675748
5,0.2042385171167657,2019-11-12,0.153556996675748
1,0.1098388209413054,2019-11-13,0.037632498014777305
2,0.1174627304238778,2019-11-13,0.037632498014777305
3,0.0488489740744788,2019-11-13,0.037632498014777305
4,0.071334210696361,2019-11-13,0.037632498014777305
5,0.1474713189560827,2019-11-13,0.037632498014777305
1,0.10374788861906863,2019-11-14,0.21460226613655747
2,0.10465034950507847,2019-11-14,0.21460226613655747
3,0.30194214838663647,2019-11-14,0.21460226613655747
4,0.21502091197345297,2019-11-14,0.21460226613655747
5,0.3183501547556261,2019-11-14,0.21460226613655747
1,-0.0249779251788301,2019-11-18,0.19095561190103272
2,0.0234267663612123,2019-11-18,0.19095561190103272
3,0.06046636100630526,2019-11-18,0.19095561190103272
4,0.3738988220260448,2019-11-18,0.19095561190103272
5,0.16597768672220262,2019-11-18,0.19095561190103272
